manga_name,manga_slug,chapter_number,panel_count,expected_count,status,timestamp,error
Black Clover,black-clover,247,12,12,success,2025-10-28T14:08:16.513384,
Black Clover,black-clover,248,12,12,success,2025-10-28T14:08:35.969205,
Black Clover,black-clover,249,14,14,success,2025-10-28T14:08:56.483345,
Black Clover,black-clover,250,13,13,success,2025-10-28T14:09:10.240936,
Black Clover,black-clover,251,15,15,success,2025-10-28T14:09:38.840252,
Black Clover,black-clover,252,13,13,success,2025-10-28T14:10:02.947757,
Black Clover,black-clover,253,13,13,success,2025-10-28T14:10:23.714427,
Black Clover,black-clover,254,14,14,success,2025-10-28T14:10:47.467065,
Black Clover,black-clover,255,14,14,success,2025-10-28T14:11:11.254609,
Black Clover,black-clover,256,12,12,success,2025-10-28T14:11:31.769485,
Black Clover,black-clover,257,12,12,success,2025-10-28T14:11:51.891006,
Black Clover,black-clover,258,13,13,success,2025-10-28T14:12:13.257306,
Black Clover,black-clover,259,12,12,success,2025-10-28T14:12:35.650491,
Black Clover,black-clover,260,16,16,success,2025-10-28T14:12:55.785278,
Black Clover,black-clover,261,16,16,success,2025-10-28T14:13:27.122824,
Black Clover,black-clover,262,14,14,success,2025-10-28T14:13:59.340421,
Black Clover,black-clover,263,14,14,success,2025-10-28T14:14:23.308363,
Black Clover,black-clover,264,15,15,success,2025-10-28T14:14:46.501938,
Black Clover,black-clover,265,8,8,success,2025-10-28T14:15:00.285734,
Black Clover,black-clover,266,15,15,success,2025-10-28T14:15:23.432919,
Black Clover,black-clover,267,15,15,success,2025-10-28T14:15:45.683577,
Black Clover,black-clover,268,14,14,success,2025-10-28T14:16:08.926091,
Black Clover,black-clover,269,14,14,success,2025-10-28T14:16:33.644621,
Black Clover,black-clover,270,14,14,success,2025-10-28T14:16:47.735898,
Black Clover,black-clover,271,13,13,success,2025-10-28T14:17:03.387654,
Black Clover,black-clover,272,14,14,success,2025-10-28T14:17:17.753802,
Black Clover,black-clover,273,14,14,success,2025-10-28T14:17:31.960663,
Black Clover,black-clover,274,16,16,success,2025-10-28T14:17:55.198205,
Black Clover,black-clover,275,14,14,success,2025-10-28T14:18:12.334350,
Black Clover,black-clover,276,13,13,success,2025-10-28T14:18:33.305990,
Black Clover,black-clover,277,17,17,success,2025-10-28T14:18:54.570971,
Black Clover,black-clover,278,17,17,success,2025-10-28T14:19:11.318434,
Black Clover,black-clover,279,15,15,success,2025-10-28T14:19:28.001328,
Black Clover,black-clover,280,13,13,success,2025-10-28T14:19:42.825444,
Black Clover,black-clover,281,13,13,success,2025-10-28T14:19:58.028837,
Black Clover,black-clover,282,11,11,success,2025-10-28T14:20:15.558198,
Black Clover,black-clover,283,11,11,success,2025-10-28T14:20:30.286021,
Black Clover,black-clover,284,11,11,success,2025-10-28T14:20:54.697530,
Black Clover,black-clover,285,16,16,success,2025-10-28T14:21:17.738988,
Black Clover,black-clover,286,17,17,success,2025-10-28T14:21:34.268911,
Black Clover,black-clover,287,15,15,success,2025-10-28T14:21:49.557629,
Black Clover,black-clover,288,13,13,success,2025-10-28T14:22:09.913562,
Black Clover,black-clover,289,11,11,success,2025-10-28T14:22:26.612855,
Black Clover,black-clover,290,13,13,success,2025-10-28T14:22:45.880770,
Black Clover,black-clover,291,16,16,success,2025-10-28T14:23:09.223222,
Black Clover,black-clover,292,14,14,success,2025-10-28T14:23:32.379985,
Black Clover,black-clover,293,16,16,success,2025-10-28T14:23:47.482565,
Black Clover,black-clover,294,15,15,success,2025-10-28T14:24:08.147448,
Black Clover,black-clover,295,17,17,success,2025-10-28T14:24:25.470593,
Black Clover,black-clover,296,12,12,success,2025-10-28T14:24:48.637326,
Black Clover,black-clover,297,12,12,success,2025-10-28T14:25:02.215608,
Black Clover,black-clover,298,9,9,success,2025-10-28T14:25:20.875442,
Black Clover,black-clover,299,11,11,success,2025-10-28T14:25:34.049811,
Black Clover,black-clover,300,14,14,success,2025-10-28T14:25:48.301021,
Black Clover,black-clover,301,13,13,success,2025-10-28T14:26:02.192668,
Black Clover,black-clover,302,12,12,success,2025-10-28T14:26:22.745392,
Black Clover,black-clover,303,12,12,success,2025-10-28T14:26:41.199509,
Black Clover,black-clover,304,14,14,success,2025-10-28T14:27:01.179131,
Black Clover,black-clover,305,15,15,success,2025-10-28T14:27:16.761634,
Black Clover,black-clover,306,15,15,success,2025-10-28T14:27:32.016377,
Black Clover,black-clover,307,13,13,success,2025-10-28T14:27:45.695440,
Black Clover,black-clover,308,14,14,success,2025-10-28T14:28:00.352684,
Black Clover,black-clover,309,12,12,success,2025-10-28T14:28:13.552365,
Black Clover,black-clover,310,13,13,success,2025-10-28T14:28:27.899647,
Black Clover,black-clover,311,13,13,success,2025-10-28T14:28:41.949564,
Black Clover,black-clover,312,12,12,success,2025-10-28T14:28:55.354195,
Black Clover,black-clover,313,12,12,success,2025-10-28T14:29:08.435765,
Black Clover,black-clover,314,10,10,success,2025-10-28T14:29:19.868149,
Black Clover,black-clover,315,14,14,success,2025-10-28T14:29:34.853978,
Black Clover,black-clover,316,13,13,success,2025-10-28T14:29:48.571227,
Black Clover,black-clover,317,12,12,success,2025-10-28T14:30:01.311270,
Black Clover,black-clover,318,14,14,success,2025-10-28T14:30:16.443215,
Black Clover,black-clover,319,12,12,success,2025-10-28T14:30:29.468556,
Black Clover,black-clover,320,13,13,success,2025-10-28T14:30:42.258092,
Black Clover,black-clover,321,17,17,success,2025-10-28T14:30:59.377422,
Black Clover,black-clover,322,16,16,success,2025-10-28T14:31:16.063888,
Black Clover,black-clover,323,14,14,success,2025-10-28T14:31:33.222900,
Black Clover,black-clover,324,12,12,success,2025-10-28T14:31:46.265577,
Black Clover,black-clover,325,10,10,success,2025-10-28T14:31:57.506556,
Black Clover,black-clover,326,14,14,success,2025-10-28T14:32:25.858150,
Black Clover,black-clover,327,11,11,success,2025-10-28T14:32:36.810537,
Black Clover,black-clover,328,14,14,success,2025-10-28T14:32:51.517105,
Black Clover,black-clover,329,14,14,success,2025-10-28T14:33:05.998497,
Black Clover,black-clover,330,14,14,success,2025-10-28T14:33:20.289386,
Black Clover,black-clover,331,15,15,success,2025-10-28T14:33:35.963515,
Black Clover,black-clover,332,18,18,success,2025-10-28T14:33:54.028711,
Black Clover,black-clover,333,14,14,success,2025-10-28T14:34:08.511908,
Black Clover,black-clover,334,16,16,success,2025-10-28T14:34:24.609967,
Black Clover,black-clover,335,15,15,success,2025-10-28T14:34:39.485916,
Black Clover,black-clover,336,20,20,success,2025-10-28T14:34:59.943731,
Black Clover,black-clover,337,16,16,success,2025-10-28T14:35:16.125228,
Black Clover,black-clover,338,18,18,success,2025-10-28T14:35:35.017202,
Black Clover,black-clover,339,19,19,success,2025-10-28T14:35:53.742548,
Black Clover,black-clover,340,16,16,success,2025-10-28T14:36:10.436976,
Black Clover,black-clover,341,17,17,success,2025-10-28T14:36:35.261045,
Black Clover,black-clover,342,16,16,success,2025-10-28T14:36:59.484881,
Black Clover,black-clover,343,17,17,success,2025-10-28T14:37:17.190149,
Black Clover,black-clover,344,15,15,success,2025-10-28T14:37:32.870365,
Black Clover,black-clover,345,16,16,success,2025-10-28T14:37:49.435695,
Black Clover,black-clover,346,16,16,success,2025-10-28T14:38:06.021325,
Black Clover,black-clover,347,15,15,success,2025-10-28T14:38:21.334978,
Black Clover,black-clover,348,16,16,success,2025-10-28T14:38:37.142992,
Black Clover,black-clover,349,13,13,success,2025-10-28T14:38:49.882990,
Black Clover,black-clover,350,11,11,success,2025-10-28T14:39:01.892055,
Black Clover,black-clover,351,15,15,success,2025-10-28T14:39:16.517914,
Black Clover,black-clover,352,8,8,success,2025-10-28T14:39:26.056253,
Black Clover,black-clover,353,14,14,success,2025-10-28T14:39:40.841845,
Black Clover,black-clover,354,15,15,success,2025-10-28T14:39:55.816760,
Black Clover,black-clover,355,14,14,success,2025-10-28T14:40:21.034355,
Black Clover,black-clover,356,13,13,success,2025-10-28T14:40:34.503063,
Black Clover,black-clover,357,14,14,success,2025-10-28T14:40:49.895831,
Black Clover,black-clover,358,13,13,success,2025-10-28T14:41:02.857728,
Black Clover,black-clover,359,14,14,success,2025-10-28T14:41:17.158532,
Black Clover,black-clover,360,13,13,success,2025-10-28T14:41:31.413070,
Black Clover,black-clover,361,11,11,success,2025-10-28T14:41:43.063292,
Black Clover,black-clover,362,14,14,success,2025-10-28T14:41:57.368156,
Black Clover,black-clover,363,8,8,success,2025-10-28T14:42:06.476531,
Black Clover,black-clover,364,10,10,success,2025-10-28T14:42:19.158051,
Black Clover,black-clover,365,13,13,success,2025-10-28T14:42:39.770112,
Black Clover,black-clover,366,12,12,success,2025-10-28T14:43:00.295933,
Black Clover,black-clover,367,11,11,success,2025-10-28T14:43:17.063148,
Black Clover,black-clover,368,15,15,success,2025-10-28T14:43:39.412458,
Black Clover,black-clover,369,23,23,success,2025-10-28T14:44:01.431792,
Black Clover,black-clover,370,35,35,success,2025-10-28T14:44:57.419197,
Black Clover,black-clover,371,25,25,success,2025-10-28T14:45:34.752346,
Black Clover,black-clover,372,23,23,success,2025-10-28T14:45:57.631912,
Black Clover,black-clover,373,25,25,success,2025-10-28T14:46:35.296275,
Black Clover,black-clover,374,21,21,success,2025-10-28T14:46:57.169365,
Black Clover,black-clover,375,18,18,success,2025-10-28T14:47:14.512190,
Black Clover,black-clover,376,15,15,success,2025-10-28T14:47:29.683324,
Black Clover,black-clover,377,21,21,success,2025-10-28T14:47:49.510420,
Black Clover,black-clover,378,19,19,success,2025-10-28T14:48:08.370885,
Black Clover,black-clover,379,27,27,success,2025-10-28T14:48:33.147113,
Black Clover,black-clover,380,21,21,success,2025-10-28T14:48:54.039357,
Black Clover,black-clover,381,22,22,success,2025-10-28T14:49:15.014443,
Black Clover,black-clover,382,19,19,success,2025-10-28T14:49:33.336780,
Black Clover,black-clover,383,19,19,success,2025-10-28T14:52:22.140331,
Demon Slayer,one-piece,3,21,21,success,2025-10-28T19:48:30.367544,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,1,55,55,success,2025-10-28T19:53:26.835654,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,2,25,25,success,2025-10-28T19:54:20.977860,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,3,23,23,success,2025-10-28T19:55:48.208670,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,4,19,19,success,2025-10-28T19:56:58.121587,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,5,19,19,success,2025-10-28T19:57:54.417165,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,6,19,19,success,2025-10-28T19:58:39.889220,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,7,21,21,success,2025-10-28T19:59:43.760971,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,8,20,20,success,2025-10-28T20:00:47.667949,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,9,19,19,success,2025-10-28T20:01:46.110554,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,10,19,19,success,2025-10-28T20:02:37.901692,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,11,19,19,success,2025-10-28T20:03:42.971374,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,12,19,19,success,2025-10-28T20:04:31.645356,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,13,19,19,success,2025-10-28T20:05:29.131436,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,14,19,19,success,2025-10-28T20:06:28.329516,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,15,19,19,success,2025-10-28T20:07:08.529724,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,16,23,23,success,2025-10-28T20:08:15.256695,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,17,19,19,success,2025-10-28T20:09:00.060057,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,18,19,19,success,2025-10-28T20:09:46.555578,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,19,19,19,success,2025-10-28T20:10:33.857869,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,20,19,19,success,2025-10-28T20:11:26.339363,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,21,19,19,success,2025-10-28T20:12:10.946720,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,22,21,21,success,2025-10-28T20:13:26.358382,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,23,19,19,success,2025-10-28T20:14:17.827269,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,24,19,19,success,2025-10-28T20:15:09.244868,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,25,20,20,success,2025-10-28T20:16:09.262098,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,26,19,19,success,2025-10-28T20:16:53.144560,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,27,19,19,success,2025-10-28T20:17:56.579692,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,28,19,19,success,2025-10-28T20:18:42.137990,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,29,19,19,success,2025-10-28T20:19:48.058445,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,30,19,19,success,2025-10-28T20:20:38.888405,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,31,19,19,success,2025-10-28T20:21:38.147684,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,32,19,19,success,2025-10-28T20:22:23.990826,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,33,19,19,success,2025-10-28T20:23:06.073589,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,34,18,19,partial,2025-10-28T20:24:57.160272,Downloaded 18/19
Demon Slayer,demon-slayer-kimetsu-no-yaiba,35,19,19,success,2025-10-28T20:25:43.722205,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,36,19,19,success,2025-10-28T20:26:50.128057,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,37,19,19,success,2025-10-28T20:27:42.766309,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,38,19,19,success,2025-10-28T20:28:31.623192,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,39,19,19,success,2025-10-28T20:29:31.888626,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,40,19,19,success,2025-10-28T20:30:18.553266,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,41,19,19,success,2025-10-28T20:31:11.121271,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,42,21,21,success,2025-10-28T20:32:14.702428,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,43,21,21,success,2025-10-28T20:33:04.944291,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,44,22,22,success,2025-10-28T20:34:20.900314,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,45,21,22,partial,2025-10-28T20:35:56.248357,Downloaded 21/22
Demon Slayer,demon-slayer-kimetsu-no-yaiba,46,18,19,partial,2025-10-28T20:36:51.008591,Downloaded 18/19
Demon Slayer,demon-slayer-kimetsu-no-yaiba,47,19,19,success,2025-10-28T20:37:33.131153,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,48,19,19,success,2025-10-28T20:38:28.092904,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,49,20,20,success,2025-10-28T20:39:25.758948,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,50,20,21,partial,2025-10-28T20:40:34.826866,Downloaded 20/21
Demon Slayer,demon-slayer-kimetsu-no-yaiba,51,19,19,success,2025-10-28T20:41:24.340766,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,52,19,19,success,2025-10-28T20:42:17.719182,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,53,20,21,partial,2025-10-28T20:44:38.846178,Downloaded 20/21
Demon Slayer,demon-slayer-kimetsu-no-yaiba,54,19,19,success,2025-10-28T20:45:28.575904,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,55,19,19,success,2025-10-28T20:46:29.969334,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,56,19,19,success,2025-10-28T20:47:22.147094,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,57,19,19,success,2025-10-28T20:48:06.437560,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,58,19,19,success,2025-10-28T20:49:02.736013,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,59,29,29,success,2025-10-28T20:50:28.408425,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,60,19,19,success,2025-10-28T20:51:32.324756,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,61,22,22,success,2025-10-28T20:52:50.421709,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,62,19,19,success,2025-10-28T20:53:59.905959,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,63,22,22,success,2025-10-28T20:55:40.482795,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,64,18,18,success,2025-10-28T20:56:44.222861,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,65,19,19,success,2025-10-28T20:58:23.419415,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,66,21,21,success,2025-10-28T20:59:19.178690,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,67,20,20,success,2025-10-28T21:00:09.583679,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,68,19,19,success,2025-10-28T21:00:55.616625,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,69,19,19,success,2025-10-28T21:01:48.263311,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,70,19,19,success,2025-10-28T21:02:40.230625,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,71,21,21,success,2025-10-28T21:03:30.061513,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,72,19,19,success,2025-10-28T21:04:22.376892,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,73,19,19,success,2025-10-28T21:05:12.659846,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,74,19,19,success,2025-10-28T21:06:03.463623,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,75,19,19,success,2025-10-28T21:06:58.133237,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,76,0,0,failed,2025-10-28T21:07:23.823536,"('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))"
Demon Slayer,demon-slayer-kimetsu-no-yaiba,77,0,0,failed,2025-10-28T21:07:40.187370,"('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))"
Demon Slayer,demon-slayer-kimetsu-no-yaiba,78,19,19,success,2025-10-28T21:09:21.576134,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,79,18,19,partial,2025-10-28T21:12:19.080642,Downloaded 18/19
Demon Slayer,demon-slayer-kimetsu-no-yaiba,80,38,38,success,2025-10-28T21:14:02.105964,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,81,19,19,success,2025-10-28T21:15:06.950665,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,82,19,19,success,2025-10-28T21:16:01.492403,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,83,23,23,success,2025-10-28T21:17:12.001356,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,84,19,19,success,2025-10-28T21:18:16.773952,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,85,19,19,success,2025-10-28T21:19:09.801179,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,86,19,19,success,2025-10-28T21:20:02.692377,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,87,21,21,success,2025-10-28T21:22:01.019391,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,88,0,0,failed,2025-10-28T21:22:08.480334,"('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))"
Demon Slayer,demon-slayer-kimetsu-no-yaiba,89,19,19,success,2025-10-28T21:22:57.706620,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,90,20,20,success,2025-10-28T21:24:19.369116,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,91,19,19,success,2025-10-28T21:25:20.012694,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,92,22,22,success,2025-10-28T21:26:22.868141,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,93,19,19,success,2025-10-28T21:27:17.540174,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,94,19,19,success,2025-10-28T21:28:34.866735,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,95,19,19,success,2025-10-28T21:29:20.628376,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,96,19,19,success,2025-10-28T21:30:13.150022,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,97,19,19,success,2025-10-28T21:31:14.357105,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,98,19,19,success,2025-10-28T21:32:10.887373,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,99,18,19,partial,2025-10-28T21:33:20.439281,Downloaded 18/19
Demon Slayer,demon-slayer-kimetsu-no-yaiba,100,22,22,success,2025-10-28T21:34:26.369791,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,101,19,19,success,2025-10-28T21:35:00.628582,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,102,19,19,success,2025-10-28T21:35:37.344046,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,103,19,19,success,2025-10-28T21:36:04.139245,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,104,19,19,success,2025-10-28T21:36:39.591020,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,105,19,19,success,2025-10-28T21:37:07.273297,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,106,21,21,success,2025-10-28T21:37:42.219213,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,107,19,19,success,2025-10-28T21:38:40.131849,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,108,20,20,success,2025-10-28T21:39:32.443529,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,109,19,19,success,2025-10-28T21:40:17.599516,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,110,19,19,success,2025-10-28T21:41:09.426749,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,111,21,21,success,2025-10-28T21:42:13.404987,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,112,23,23,success,2025-10-28T21:43:27.799667,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,113,18,18,success,2025-10-28T21:44:39.482411,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,114,19,19,success,2025-10-28T21:45:37.433448,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,115,19,19,success,2025-10-28T21:46:44.984513,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,116,19,19,success,2025-10-28T21:47:47.214983,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,117,19,19,success,2025-10-28T21:48:52.896158,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,118,19,19,success,2025-10-28T21:49:50.284410,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,119,18,18,success,2025-10-28T21:50:44.122247,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,120,19,19,success,2025-10-28T21:51:40.253816,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,121,20,20,success,2025-10-28T21:52:28.268280,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,122,21,21,success,2025-10-28T21:53:15.572212,
Demon Slayer,demon-slayer-kimetsu-no-yaiba,123,19,19,success,2025-10-28T21:54:01.715712,
